Company,brand_name,key ingredients,key benefits,rating,number of rating
SBL Calcarea Phosphorica Biochemic Tablet 30X,SBL Pvt Ltd,NA,"['Faciliates aid in case of bone-related problems and dentition', 'Helps in the growth of teeth and bones', 'Useful in case of psychological issues such as depression', 'Helps to increase Calcium and Phosphate content in the body']",4.6,1074 Ratings
SBL Sanguinaria Canadensis Dilution 200 CH,SBL Pvt Ltd,NA,NA,4.5,117 Ratings
SBL Ipecacuanha Dilution 200 CH,SBL Pvt Ltd,NA,"['Effective for nausea and vomiting', 'Relieves cough and chest constriction', 'Helpful in case of amoebic dysentery', 'Alleviates hoarseness']",4.6,342 Ratings
SBL Onosmodium Virginianum Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.4,147 Ratings
SBL Stellaria Media Mother Tincture Q,SBL Pvt Ltd,NA,"['Manages rheumatic pains and arthritis-related concerns', 'Relieves constipation', 'Assists in blood-related concerns']",4.5,71 Ratings
Rxhomeo Nux Vomica 200C Pellets,Rxhomeo Private Limited,NA,"['Helps in treating dysentery when there is great tenesmus and mucus with stool', 'Helps in snuffles of infants with catarrh and coryza which is dry at night and fluent in the day time', 'Nux Vomica is indicated in anxiety and anger effects']",4.9,14 Ratings
Dr. Reckeweg R39 Affections Of The Abdomen Left Side Drop,Dr Reckeweg & Co,NA,"['It helps in the treatment of cysts and inflammation', 'It reduces convulsive pains in the abdomen', 'It aids in relieving intestinal pain']",4.5,22 Ratings
SBL Drosera Rotundifolia Dilution 200 CH,SBL Pvt Ltd,NA,NA,4.6,107 Ratings
Medisynth Soriafit Cream,Medisynth Chemicals Pvt Ltd,NA,"['Helps to deal with skin conditions like psoriasis', 'Prevents dryness', 'Soothes inflamed skin']",4.5,55 Ratings
Bakson's Ginseng Plus Capsule,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Beneficial to those with diabetes', 'Improves cognitive function', 'Gives a boost of energy to body', 'Can reduce stress and anxiety']",4.2,31 Ratings & 3 Reviews
Dr Willmar Schwabe India Fraxinus Americana Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps reduce abnormal vaginal discharge', 'Promotes reproductive health', 'Helps heal sore lips', 'Relieves cramps in the feet']",4.5,32 Ratings
Haslab Mamira Eye Drop,HASLAB,NA,"['It caters to your eye health', 'Soothes pain, and other minor symptoms of conjunctivitis', 'Helps with blurry vision or pus formation', 'Soothes red eye and inflammation in the area']",4.5,87 Ratings
Dr. Reckeweg Aconite Nap Mother Tincture Q,Dr Reckeweg & Co,NA,NA,4.6,12 Ratings
Allen A67 Back Pain Drop,Allen Homoeo & Herbal Products Ltd,NA,NA,4.2,61 Ratings
SBL Gnaphalium Polycephalum Dilution 200 CH,SBL Pvt Ltd,NA,NA,4.5,142 Ratings
Dr Willmar Schwabe India Belladonna Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,NA,"['Relives issues in the bladder and biliary tract', 'Useful for rheumatic and arthritic pains', 'Helpful for digestive and urinary digestive disorders']",4.7,221 Ratings
SBL Asafoetida Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.4,66 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Improves digestion', 'Increases appetite', 'Effective in jaundice, gallstones and liver complications']",4.4,205 Ratings
SBL Silicea Dilution 1000 CH,SBL Pvt Ltd,NA,"['A homeopathy solution, safe for consumption', 'Beneficial for bone health', 'Caters to problems relating to stool', 'Soothes sciatic pain']",4.5,620 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Dr Willmar Schwabe India Kali Phosphoricum Biochemic Tablet 6X,Dr Willmar Schwabe India Pvt Ltd,NA,"['Deals with nerve disorders', 'Soothes rheumatic and arthritic pains', 'Helps in proper digestion', 'May help in urinary digestive disorders']",4.6,247 Ratings
SBL Bio-Combination 23 Tablet,SBL Pvt Ltd,NA,"['It helps in reducing swelling and bleeding in gums', 'It provides relief from neuralgic pain in teeth', 'Helps in the strengthening of teeth in socket']",4.6,62 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
SBL Ferrum Picricum Trituration Tablet 3X,SBL Pvt Ltd,NA,NA,4.6,45 Ratings
Dr Willmar Schwabe India Swertia Chirata Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,NA,4.7,58 Ratings
SBL Adonis Vernalis Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.8,12 Ratings
St. George’s Foenugreek Mother Tincture Q,St. George’s Homoeopathy,NA,"['Used for the treatment of digestive problems such as loss of appetite and upset stomach', 'Helps to treat constipation, and inflammation of the stomach (gastritis)', 'Effective in kidney ailments as well wherein deficiency of a vitamin can cause different symptoms']",4.6,40 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
Dr. Reckeweg Phosphorus Dilution 30 CH,Dr Reckeweg & Co,NA,"['Relieves chest congestion', 'Useful for respiratory health', 'Deals with food intolerance', 'Relieves anxiety and body weakness']",4.6,100 Ratings
SBL Bio-Combination 1 Tablet,SBL Pvt Ltd,NA,"['Useful for anaemia', 'Supports digestive health', 'Improves tissue wasting', 'Relieves weakness and fatigue']",4.6,105 Ratings
Allen A29 Sciatica Relief Drop,Allen Homoeo & Herbal Products Ltd,NA,NA,4.4,63 Ratings
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 6X,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helpful in reducing the inflammation of thyroid glands', 'Useful for bleeding gums and backache', 'Manages dry skin that causes itchiness']",4.5,262 Ratings
SBL Hamamelis Virginica Dilution 200 CH,SBL Pvt Ltd,NA,NA,4.5,181 Ratings
SBL Salix Nigra Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.2,37 Ratings
Dr Willmar Schwabe India Agnus Castus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps increase energy', 'It may provide relief from arthritic pain', 'Improves overall health']",4.2,75 Ratings
SBL Chelidonium Majus Dilution 200 CH,SBL Pvt Ltd,NA,NA,4.6,188 Ratings
SBL Bellis Perennis Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.5,160 Ratings
Hapdco Ferrocin Drop,HAPDCO,NA,NA,4.5,71 Ratings
Dr. Reckeweg Avena Sat Mother Tincture Q,Dr Reckeweg & Co,NA,NA,4.7,58 Ratings
REPL Vigoura 5000 Drop,Renovision Exports Pvt Ltd,NA,"['It helps enhance libido', 'It might enhance sexual health', 'Deals with muscular weakness']",3.7,39 Ratings
Bjain Arnica Montana Mother Tincture Q,Bjain Pharmaceuticals Pvt Ltd,NA,"['It helps with retinal haemorrhages and swelling in the eyes', 'It is effective for epistaxis, halitosis, and straining', 'Helps relieve painful urination']",4.5,37 Ratings
SBL Rinsout Drop Mouthwash,SBL Pvt Ltd,NA,NA,4.5,55 Ratings
Dr. Reckeweg Wiesbaden Dilution 200 CH,Dr Reckeweg & Co,NA,"['Effective solution for hair problems', 'Reduces hair fall', 'Promotes hair growth', 'Strengthens hair follicles']",4.3,323 Ratings
SBL Bio-Combination 18 Tablet,SBL Pvt Ltd,NA,"['It helps to reduce the inflamed gums that bleed easily', 'It aids in getting relief from foul breath, toothache, teeth sensitivity to cold and hot drinks', 'It removes the sour, soapy, acrid taste in mouth']",4.6,63 Ratings
ADEL Aalserum. Mother Tincture 7X,Adel Pekana Germany,NA,"['Helps to improve the flow of urine', 'Helps with the nephrotic syndrome', 'Shows action over blood, kidney, liver and heart']",4.8,19 Ratings
ADEL 40 Verintex Drop,Adel Pekana Germany,NA,"['Develops its special efficacy with illnesses that are caused by damp chill', 'Combats damage caused by the gastrointestinal tract', 'Helps to relieve forms of warts, juvenile and vulgar']",4.6,44 Ratings
Medisynth Kofeez Cough Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Helps to relieve cough', 'Prevents throat soreness', 'Relieves inflammation']",4.5,151 Ratings
Aaradhya Sugar Globules Size 30,Aaradhya Sugar Enterprises,NA,"['Made from pure sugar', 'It does not contain any additives', 'Comes in uniform shape and size']",4.2,148 Ratings
Sunny Herbals Shaving Cream,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Formulated with rich lather for a close and smooth shave', ""Contains calendula's natural restorative property that gives skin a youthful glow"", 'Safe for all skin types', 'Sunny Shaving cream is dermatologically safe for all skin types']",4.5,265 Ratings
SBL Calcarea Fluorica Biochemic Tablet 3X,SBL Pvt Ltd,NA,"['It helps manage varicose veins and other skin disorders', 'It relieves symptoms linked with joint pain and discomfort', 'It is also helpful in reducing the inflammation of thyroid glands', 'It is helpful in the reduction of dental cavities and bleeding gums']",4.5,1452 Ratings
Bakson's Homeopathy Super Tonic,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,NA,3.5,68 Ratings
Dr. Reckeweg Fraxinus Amer Mother Tincture Q,Dr Reckeweg & Co,NA,"['Helps reduce abnormal vaginal discharge', 'Promotes reproductive health', 'Relieves sore lips', 'Manages cramps in feet']",4.6,42 Ratings
Allen Gastropep Digestive Tonic,Allen Homoeo & Herbal Products Ltd,NA,"['Beneficial for digestive system and gastritis', 'Useful in the case of gastrointestinal discomforts', 'Beneficial for abdominal discomfort, gastralgia, indigestion or heart burn']",4.3,113 Ratings
Sunny Herbals Under Eye Cream,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Revitalises the skin around the eyes', 'Reduces puffiness and minimises dark circles', 'Reduces fine lines and bagginess around the eyes']",4.2,58 Ratings
Dr Willmar Schwabe India Curcuma Longa Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,NA,4.6,79 Ratings
Dr. Reckeweg Acidum Phosph Dilution 30 CH,Dr Reckeweg & Co,NA,"['Relieves headache, exhaustion and mental weakness', 'Alleviates eye soreness', 'Useful for stomach distention and nausea', 'Improves digestion and stimulates appetite']",4.4,139 Ratings
Bjain Carduus Marianus Mother Tincture Q,Bjain Pharmaceuticals Pvt Ltd,NA,"['It helps in relieving appetite, gas, digestion and acidity', 'It is effective remedy for gallbladder complaints that cause retching, vomiting and nausea', 'It improves overall well-being and health of the body']",4.6,39 Ratings
SBL Hyoscyamus Niger Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.7,109 Ratings
Dr. Reckeweg Opium Dilution 30 CH,Dr Reckeweg & Co,NA,NA,4.4,84 Ratings
SBL Cinchona Officinalis Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.7,63 Ratings
Bakson B12 Headache Drop,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Homoeopathic formula for migraine, tension headache, and sinus headache', 'Relieves chronic headaches and associated symptoms', 'Promotes natural recovery and balance', 'Free from unpleasant side effects', 'Alleviates indisposition to continuous or chronic headaches']",4.3,39 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Improves digestion', 'Increases appetite', 'Effective in jaundice, gallstones and liver complications']",4.4,205 Ratings
ADEL 34 Ailgeno Drop,Adel Pekana Germany,NA,"[""Enhances the blood's coagulation abilities and helps treat tumours of the spleen"", 'Helps resolve weakness and lack of energy found in patients with latent spleen intoxication', 'Stimulates and detoxifies the spleen to eliminate focal infections and old deposits of toxins', 'Aids intestinal excretion of toxins and metabolic waste products']",4.3,25 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Lord's Cholestril Drop,Lord's Homoeopathic Laboratory Pvt Ltd,NA,"['It stimulate insulin production in your pancreas, promoting the regeneration of insulin-producing islet cells. This can help lower your blood sugar level', 'It reduces sugar cravings by making sweet foods taste less appealing']",4.5,33 Ratings
New Life Oto-NL Ear Drop,New Life Laboratories Pvt Ltd,NA,"['Relieves ear inflammation and pain', 'Useful for ear discomfort', 'Facilitates the removal of excess earwax']",4.3,74 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
SBL Utrofyne Syrup,SBL Pvt Ltd,NA,NA,4.4,37 Ratings
Dr. Reckeweg Ipecacuanha Dilution 30 CH,Dr Reckeweg & Co,NA,NA,4.6,88 Ratings
SBL Jacaranda Caroba Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.4,35 Ratings
Allen A79 Depression Drop,Allen Homoeo & Herbal Products Ltd,NA,NA,4.4,52 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
Bakson's Homeopathy Beepee Aid Plus Drop,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Bee Pee Aid Plus regulates blood pressure and cholesterol levels', 'It supports healthy blood circulation, providing oxygen and nutrients to vital organs', 'Bee Pee Aid Plus is a safe and effective way to maintain healthy blood flow']",4.4,42 Ratings
Combo Pack of Bhargava Spondin Drop & SBL Arnica Montana Dilution 200 CH (30ml Each),,NA,NA,4.6,3736 Ratings
SBL Silk N Stay Aloe Vera Cream For Normal And Dry Skin,SBL Pvt Ltd,NA,"['Prevents skin dryness in harsh weather conditions', 'Helps to lighten dark circles under the eyes', 'Manages wrinkles and ageing of the skin', 'This product is dermatologically tested', 'Suitable for normal or dry skin types']",4.3,85 Ratings
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,NA,"['Safe, effective and painless medication for warts and corns', 'Beneficial in treating benign epithelial tumors', 'Does not leave any mark or scar on the skin', 'Reduces tendency to wart formation']",4.2,65 Ratings
Dr Willmar Schwabe India Angioton Drop,Dr Willmar Schwabe India Pvt Ltd,NA,"['Botanical remedies to manage cardiac-related concerns', 'Manages vertigo, palpitations, and shortness of breath', 'Aids in managing low blood pressure levels']",4.5,95 Ratings
Dr. Reckeweg Agnus Cast Mother Tincture Q,Dr Reckeweg & Co,NA,"['Helps in dealing with hormonal disturbances', 'Supports a healthy urinary disturbances', 'Helps in easing anxiety', 'Supports healthy male and reproductive system']",4.5,32 Ratings
Dr Willmar Schwabe India Chionanthus Virginica Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps relieve headache and liver conditions', 'Relieves pain in the eyeballs and pressure on the nose', 'Works as a laxative and eases constipation', 'Allievates profuse and frequent urination', 'Helps regulate menstrual cycle']",4.6,75 Ratings
Dr Willmar Schwabe India Topi Sulphur Cream,Dr Willmar Schwabe India Pvt Ltd,NA,NA,4.4,87 Ratings
SBL Acid Benzoicum Dilution 200C,SBL Pvt Ltd,NA,NA,4.4,224 Ratings
Dr. Reckeweg Lachesis Dilution 200 CH,Dr Reckeweg & Co,NA,NA,4.6,99 Ratings
Allen A21 Leucoderma Drop,Allen Homoeo & Herbal Products Ltd,NA,NA,4.2,51 Ratings
Bakson B28 Weight Drop,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['B28 Weight Drop addresses thyroid dysfunction on weight gain as well as weight management', 'B28 Weight Drop manages weight gain caused by metabolic disorders or underlying factors', 'Weight gain is targeted with its unique blend of ingredients, providing long-term and sustainable results', 'B28 Weight Drop helps achieve a healthy weight and improve overall health and well-being']",4.1,62 Ratings
Dr Willmar Schwabe India Lilium Tigr. Pentarkan Ptk 57 Drop,Dr Willmar Schwabe India Pvt Ltd,NA,NA,4.3,58 Ratings
Allen A56 Urticaria Drop,Allen Homoeo & Herbal Products Ltd,NA,NA,4.4,47 Ratings
Dr Willmar Schwabe India Acidum Phosphoricum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,NA,"['It might enhance memory and concentration', 'Manages digestion', 'Relieves headaches', 'Improves overall well-being']",4.4,132 Ratings
Bakson's Homeopathy Aesculus Ointment,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Helps manage piles, fissures and haemorrhoids', 'Helps relieve constipation and bowel issues', 'Regulates bowel movements']",4.2,57 Ratings
SBL Borax Dilution 200 CH,SBL Pvt Ltd,NA,"['Useful for all kinds of gastrointestinal troubles', 'Helpful for urinary infections', 'Helps in managing the symptoms of epilepsy', 'Deals with skin eruptions']",4.4,211 Ratings
Allen's Thyrol Drop,Allen Healthcare,NA,"['Helps to regulate the functioning of the thyroid gland', 'Helps to relieve the symptoms of hyperthyroidism such as nervousness and rapid heartbeat', 'Treats weight loss, difficult breathing and tremors as seen in goitre']",4.4,45 Ratings
Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 6X,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['It can help manage nausea and morning sickness', 'It can help improve digestion', 'It can be used to reduce acidity and indigestion', 'It can help regulate the acids present in the body']",4.3,31 Ratings
Dr Willmar Schwabe India Caladium Seguinum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,NA,"[""Helps maintain men's reproductive health and enhances libido"", 'Reduces stomach pain and cramps', 'Manages oppression and congestion in the chest']",4.2,334 Ratings
